timestamp,blockReward
1686640475,0.026833235420566100
1686640487,0.049940463460063300
1686640499,0.014670099235601700
1686640511,0.016399973531942400
1686640523,0.020161741040073500
1686640535,0.046313829857772500
1686640547,0.023100810388066500
1686640559,0.134097254270602000
1686640571,0.009305812458322220
1686640583,0.018719436089574700
1686640595,0.080942826530120300
1686640607,0.015283610976002900
1686640619,0.036128685762903500
1686640631,0.045953136454037500
1686640643,0.01547576071270290
1686640655,0.014393731120138000
1686640667,0.021356566576280100
1686640679,0.010818187672067800
1686640691,0.016760386372213800
1686640703,0.030434671738121900
1686640715,0.009855014563793710
1686640727,0.018966612706139700
1686640751,0.248405514117831000
1686640763,0.06449407466297580
1686640775,0.016490708877221900
1686640787,0.04237920606608480
1686640799,0.029405037510996500
1686640811,0.016916419409163200
1686640823,0.034756324634765400
1686640835,0.012307222699508600
1686640859,0.038133452383917500
1686640871,0.013779468796485700
1686640883,0.024423272857630300
1686640895,0.085060068436649100
1686640907,0.022460841482425400
1686640919,0.009162078809914860
1686640931,0.00790866427743047
1686640943,0.017965261947003300
1686640955,0.018594041697036200
1686640967,0.013074935431431400
1686640979,0.009467422937286620
1686640991,0.093759938000987800
1686641003,0.017770356715677500
1686641015,0.012746703213040200
1686641027,0.012469073675107700
1686641039,0.01266664144685910
1686641051,0.019329800027014200
1686641063,0.01829461346691550
1686641075,0.012944163294969600
1686641087,0.182380286250714000
1686641099,0.020072805011923200
1686641111,0.014270312470521400
1686641123,0.020317365707142000
1686641135,0.020946383288478200
1686641147,0.190057594310039000
1686641159,0.010345099504497900
1686641171,0.033167928389389700
1686641183,0.031884721823697700
1686641195,0.006564593829361100
1686641207,0.021624853008955200
1686641219,0.019395054672147000
1686641231,0.040789876307265000
1686641243,0.010123609137070300
1686641255,0.0101220962322677
1686641267,0.01425493506375510
1686641279,0.020092309625943000
1686641291,0.020998873698961200
1686641303,0.005995850895624600
1686641315,0.023821248344962000
1686641327,0.027331341548617000
1686641339,0.019344079809762300
1686641351,0.014897246586492000
1686641363,0.033149655252815300
1686641375,0.046346585223078700
1686641387,0.009481547901063430
1686641399,0.012826670205919900
1686641411,0.060490559346784100
1686641423,0.021582602852554400
1686641435,0.040677467668034000
1686641447,0.02687687756348710
1686641471,0.057411773123282200
1686641483,0.015269673348998000
1686641507,0.0
1686641519,0.217479159228716000
1686641531,0.022339221092493600
1686641543,0.014612234396566100
1686641555,0.0227122024566918
1686641567,0.110689353112012000
1686641579,0.020926634162654000
1686641591,0.013103467452802400
1686641603,0.020418300048721800
1686641615,0.018717425351788400
1686641627,0.016370794989086000
1686641639,0.052520736613005800
1686641651,0.02162758720732910
1686641663,0.023499959285114900
1686641675,0.012861317473017400
1686641687,0.031175834530103300
1686641699,0.017769639747464100
1686641711,0.033981350100122100
1686641723,0.02391232614431410
1686641735,0.033495500054055100
1686641747,0.014269023117025800
1686641759,0.026819841824548200
1686641771,0.013938178302508500
1686641783,0.015629320233772100
1686641795,0.441153119676770000
1686641807,0.052052002740521400
1686641819,0.008992977516610050
1686641831,0.016982997723990200
1686641843,0.012668085298729500
1686641855,0.013565334034273300
1686641867,0.034766346943591800
1686641879,0.023778639588131000
1686641903,0.026240115777051900
1686641915,0.071969380551958200
1686641927,0.027168485113155900
1686641939,0.032409379638523200
1686641951,0.041365146233704200
1686641963,0.044103006608933400
1686641975,0.058828695044887800
1686641987,0.015732779961478000
1686641999,0.015003857619239700
1686642011,0.019568315303155600
1686642023,0.021497756422504800
1686642035,0.026463560124592400
1686642047,0.016239659982136000
1686642059,0.015747231239242
1686642071,0.021799329006852200
1686642083,0.025666730844660400
1686642095,0.014794713714830900
1686642107,0.02405038181981430
1686642119,0.033633958821834500
1686642131,0.032005778489806000
1686642143,0.029940629213878600
1686642155,0.060268032856050500
1686642167,0.013029677684542800
1686642179,0.047410750501104500
1686642191,0.031898028754121700
1686642203,0.101492605942370000
1686642215,0.011447903056065200
1686642227,0.010960965268172100
1686642239,0.022726150172915200
1686642251,0.020805454032023500
1686642263,0.023301839818824100
1686642275,0.020995299044147500
1686642287,0.023090750804687600
1686642299,0.048635615995258100
1686642311,0.056768821326025700
1686642323,0.014748851563831100
1686642335,0.020890586884821000
1686642347,0.010668301064319700
1686642359,0.022669357702630300
1686642371,0.0222158714407022
1686642383,0.026516241361156200
1686642395,0.037003457593303800
1686642407,0.039425284391892700
1686642419,0.042856212442904800
1686642431,0.017260418581194300
1686642443,0.038774230740876000
1686642455,0.037542329096529100
1686642467,0.011394055567227000
1686642479,0.042057588077668200
1686642491,0.02488835991858230
1686642503,0.042182832467433100
1686642515,0.009899217991498490
1686642527,0.055072021100512400
1686642539,0.0161218968746411
1686642551,0.027680275461345700
1686642563,0.012435401803185600
1686642575,0.11972982888105600
1686642587,0.019915756915180300
1686642599,0.007457447117990260
1686642611,0.016565362115289800
1686642623,0.099251191533894500
1686642635,0.012222780674825300
1686642647,0.036820941482178900
1686642659,0.020318010086501900
1686642671,0.029317937336770900
1686642683,0.008651803920321080
1686642695,0.055643349001680600
1686642707,0.006558556404916740
1686642719,0.02455117593885970
1686642731,0.017367460048154900
1686642743,0.035632782526366000
1686642755,0.011111915073880200
1686642767,0.011440677397891200
1686642779,0.011039928670561500
1686642791,0.023509565263657300
1686642803,0.018831724489837400
1686642815,0.21572998892040600
1686642827,0.037975840393651700
