timestamp,blockReward
1686644159,0.026892859839651577
1686644171,0.038370825002874216
1686644183,0.029742616346888128
1686644195,0.019878485700383743
1686644207,0.017457186833623547
1686644219,0.012652392754322514
1686644231,0.019889861010884461
1686644243,0.026472480668616072
1686644267,0.019016256913961076
1686644279,0.010910641510668186
1686644291,0.042182904030497597
1686644303,0.070612813141467046
1686644315,0.038813951641428746
1686644327,0.091409660742250396
1686644339,0.025145476541700481
1686644351,0.048250508090907099
1686644363,0.224726545283918933
1686644375,0.085419486884347851
1686644387,0.008620273612131229
1686644399,0.031918263644224932
1686644411,0.117939377267137146
1686644423,0.013393998394343284
1686644435,0.022202621428209246
1686644447,0.15422554670549736
1686644459,0.044076446448374716
1686644471,0.208533920134516923
1686644483,0.009784111379010636
1686644495,0.012151761144218027
1686644507,0.056281513417129553
1686644519,0.067439111549103496
1686644531,0.007209481897993371
1686644543,0.141720821957933311
1686644555,0.043586121175726406
1686644567,0.027386453166003981
1686644579,0.066074652036343145
1686644591,0.029701507152607709
1686644603,0.041579219090269364
1686644615,0.006765636727393172
1686644627,0.014808197740488218
1686644639,0.025508078978731913
1686644651,0.030467314174001128
1686644663,0.03893634503411695
1686644675,0.021363044380729064
1686644687,0.01624675970593991
1686644699,0.033365320373739849
1686644711,0.019605083017552727
1686644723,0.052456402568458658
1686644735,0.019499856976684982
1686644747,0.012968502212716393
1686644759,0.0289553522766007
1686644771,0.146366074916395161
1686644783,0.028306669581930998
1686644795,0.032606998142305059
1686644807,0.01341218103982953
1686644819,0.016552821509453775
1686644831,0.05177134964171963
1686644843,0.036272853823661358
1686644855,0.029898066882618315
1686644867,0.024585839999515854
1686644879,0.008627491234000889
1686644891,0.069834849863659114
1686644903,0.120678936602054646
1686644915,0.092398369531979333
1686644927,0.056348836968702496
1686644939,0.006422091747945704
1686644951,0.041809483411147918
1686644963,0.011395891311418411
1686644975,0.104501882628415521
1686644987,0.030646438936631831
1686644999,0.008009903462245257
1686645011,0.049623302879405495
1686645023,0.107803365928239117
1686645035,0.017364271284826427
1686645047,0.031317938671725006
1686645059,0.050198969711664485
1686645071,0.032267800111612047
1686645083,0.016801989648711966
1686645095,0.01772349187518121
1686645107,0.015197454865346482
1686645119,0.059021940781549188
1686645131,0.024835739566636389
1686645143,0.030162569121604482
1686645155,0.022624610227735019
1686645167,0.026649082971761594
1686645179,0.161562731756111222
1686645191,0.028036767007377008
1686645203,0.018951936689821689
1686645215,0.107887779411467477
1686645227,0.087327824424866106
1686645239,0.09156934241419418
1686645251,0.034587488778132909
1686645263,0.037657736350090189
1686645275,0.054883502849222016
1686645287,0.014320117433691241
1686645299,0.02206646846349491
1686645311,0.044205398042211028
1686645323,0.056086160202634322
1686645335,0.032963526175049481
1686645347,0.018590262995189829
1686645359,0.02259287980734237
